com_name,cont_name,cont_tel
中山市海心置业有限公司,黄沛,0757-83788692
中山市海心置业有限公司,黄沛,18933309702
深圳市盐田港置业有限公司,詹梦颖,0755-82630553
深圳市盐田港置业有限公司,聂建国,0755-82673580
深圳市盐田港置业有限公司,高志煌,19879166448
深圳市盐田港置业有限公司,,82673580
佛山益康置业有限公司,陈工,0757-82552621
德庆县广瀚置业有限公司,黎小姐,0758-7793979
佛山泛澋置业有限公司,郑哲文,13985438884
佛山泛澋置业有限公司,杜颖,18692250052
佛山市合盈置业有限公司,王先生,0757-82022583
佛山市合盈置业有限公司,王先生,0757-82022599
广州阳华置业有限公司,杨松,020-22193109
珠海中冶名恒置业有限公司,余政超,13068831300
珠海中冶名恒置业有限公司,陈海港,13392970087
广州交投睿郡置业有限公司,傅工,020-34397919
广州交投睿郡置业有限公司,,13570340263
广州交投睿郡置业有限公司,,13763364891
广州交投睿郡置业有限公司,胡工,34397919
广州交投睿郡置业有限公司,,83313605
广州南沙置业有限公司,潘工,020-34680393
广州南沙置业有限公司,肖先生,020-84986702
广州南沙置业有限公司,谢,020-84986860
广州南沙置业有限公司,林先生,020-84986872
广州南沙置业有限公司,赵工,34680391
广州南沙置业有限公司,何小姐,34682309
深圳市深城投置业有限公司,廖爱娣,13632910572
广东中旅（南海）置业有限公司,黎耀淦,0757-86863100
佛山市国华置业有限公司,张玉勤,0757-63821165
广州珠江城置业有限公司,郭先生,020-38391498
广州珠江城置业有限公司,王先生,020-38393688-360
广州珠江城置业有限公司,,020-85236988
广州珠江城置业有限公司,,15918676064
广州珠江城置业有限公司,陈工,85236988-381
佛山市南海嘉美置业有限公司,徐佩玉,15800088437
深圳中铁诺德置业有限公司,和丽梅,13662281673
深圳中铁诺德置业有限公司,连永斌,13802255274
佛山市南海区欧泰置业有限公司,陈宏,18620733115
广州广垦置业有限公司,,020-61372092
广州广垦置业有限公司,江工,61372092
珠海铁建大厦置业有限公司,何井龙,13827792925
珠海铁建大厦置业有限公司,葛继承,18921628695
深圳市太子广场置业有限公司,尚雨宏,18018720015
深圳市太子广场置业有限公司,李安,18018728550
深圳市太子广场置业有限公司,陈玉伦,26818610
深圳市招商前海湾置业有限公司,何敬星,0755-26811083
深圳市招商前海湾置业有限公司,李工,13826593846
中山市联安置业有限公司,宋工,0760-85750825
深圳市太子湾商储置业有限公司,凌云,18018720160
广州洺悦置业有限公司,赖工,0755-33062019
茂名高晟置业有限公司,李女士,0668-2888275
深圳市天勤置业有限公司,黄工,13823155663
广东揭阳广建置业有限公司,梁工,020-84262057
广东揭阳广建置业有限公司,梁工,13632319413
深圳市太子湾乐湾置业有限公司,罗杰,18018720511
深圳市太子湾乐湾置业有限公司,郑杨,18588478165
珠海天地源置业有限公司,吴振培,13928353458
深圳中铁粤丰置业有限公司,杨占胜,13715299798
深圳市听海置业有限公司,曹中明,0755-26825752
深圳市听海置业有限公司,肖云,18826495532
广州福铭置业有限公司,,18588748213
深圳市泰富华澜湾置业有限公司,程河,0755-82986305
深圳市泰富华澜湾置业有限公司,温日云,13699825345
佛山盛明置业有限公司,廖先生,0757-81003283
佛山当代绿色置业有限公司,李小姐,13728522782
深圳市蛇口湾厦置业有限公司,梁梅花,13602663133
深圳市蛇口湾厦置业有限公司,许树兵,21606281
佛山市仙湖湾置业有限公司,黄国林,0757-89956963
广州中建筑诚置业有限公司,付先生,020-29852300
佛山南海中衡置业有限公司,陈工,13632366790
佛山市保彦置业有限公司,杨工,020-38061526
佛山市保彦置业有限公司,杨工,0757-38061526
深圳市天健置业有限公司,谢工,0755-82720234
东莞市深业松山湖置业有限公司,罗成刚,0755-82264888-4317
东莞市深业松山湖置业有限公司,李达,0769-22868005-811
广州保悦置业有限公司,黄工,020-38206262
